"","DateTime","G.FDF.00.BHZ.M"
"510",2010-01-12 22:24:50,20684.715
"511",2010-01-12 22:25:00,-1475.29
"512",2010-01-12 22:25:10,12806.54
"513",2010-01-12 22:25:20,-25217.415
"514",2010-01-12 22:25:30,13750.345
"515",2010-01-12 22:25:40,-15396.335
"516",2010-01-12 22:25:50,20738.53
"517",2010-01-12 22:26:00,-15152.41
"518",2010-01-12 22:26:10,-11708.545
"519",2010-01-12 22:26:20,19832.035
"520",2010-01-12 22:26:30,15663.68
"521",2010-01-12 22:26:40,-19348.205
"522",2010-01-12 22:26:50,187.985
"523",2010-01-12 22:27:00,4512.76
"524",2010-01-12 22:27:10,-1989.61
"525",2010-01-12 22:27:20,-1381.78
"526",2010-01-12 22:27:30,-11149.735
"527",2010-01-12 22:27:40,12500.72
"528",2010-01-12 22:27:50,-21186.17
"529",2010-01-12 22:28:00,31268.9
"530",2010-01-12 22:28:10,-9637.055
"531",2010-01-12 22:28:20,16982.11
"532",2010-01-12 22:28:30,-40001.03
"533",2010-01-12 22:28:40,41570.255
"534",2010-01-12 22:28:50,-12528.135
"535",2010-01-12 22:29:00,-28107.125
"536",2010-01-12 22:29:10,3687.405
"537",2010-01-12 22:29:20,30322.645
"538",2010-01-12 22:29:30,-15260.29
"539",2010-01-12 22:29:40,-7086.64
"540",2010-01-12 22:29:50,-8909.85
"541",2010-01-12 22:30:00,2422.19
"542",2010-01-12 22:30:10,25567.375
"543",2010-01-12 22:30:20,-25739.645
"544",2010-01-12 22:30:30,2514.525
"545",2010-01-12 22:30:40,-1175.525
"546",2010-01-12 22:30:50,11082.55
"547",2010-01-12 22:31:00,-7834.46
"548",2010-01-12 22:31:10,4079.845
"549",2010-01-12 22:31:20,-10002.35
"550",2010-01-12 22:31:30,14447.005
"551",2010-01-12 22:31:40,-3659.995
"552",2010-01-12 22:31:50,4803.685
"553",2010-01-12 22:32:00,-4202.99
"554",2010-01-12 22:32:10,-12152.615
"555",2010-01-12 22:32:20,8386.35
"556",2010-01-12 22:32:30,7400.49
"557",2010-01-12 22:32:40,-16040.98
"558",2010-01-12 22:32:50,84.835
"559",2010-01-12 22:33:00,-3216.79
"560",2010-01-12 22:33:10,13206.64
"561",2010-01-12 22:33:20,-4477.55
"562",2010-01-12 22:33:30,8203.705
"563",2010-01-12 22:33:40,7043.9
"564",2010-01-12 22:33:50,-16469.275
"565",2010-01-12 22:34:00,-6377.385
"566",2010-01-12 22:34:10,21979.97
"567",2010-01-12 22:34:20,-13681.7
"568",2010-01-12 22:34:30,12085.845
"569",2010-01-12 22:34:40,-18957.505
"570",2010-01-12 22:34:50,24666.05
"571",2010-01-12 22:35:00,-16855.04
"572",2010-01-12 22:35:10,8603.1
"573",2010-01-12 22:35:20,7530.77
"574",2010-01-12 22:35:30,-29112.67
"575",2010-01-12 22:35:40,24322.525
"576",2010-01-12 22:35:50,-6482.28
"577",2010-01-12 22:36:00,-7957.425
"578",2010-01-12 22:36:10,4910.63
"579",2010-01-12 22:36:20,11462.995
"580",2010-01-12 22:36:30,-10869.81
"581",2010-01-12 22:36:40,4377.73
"582",2010-01-12 22:36:50,-6752.155
"583",2010-01-12 22:37:00,9756.245
"584",2010-01-12 22:37:10,-9836.085
"585",2010-01-12 22:37:20,-8966.38
"586",2010-01-12 22:37:30,579.015
"587",2010-01-12 22:37:40,13385.135
"588",2010-01-12 22:37:50,4295.055
"589",2010-01-12 22:38:00,-3581.035
"590",2010-01-12 22:38:10,-626.07
"591",2010-01-12 22:38:20,-4638.29
"592",2010-01-12 22:38:30,11707.945
"593",2010-01-12 22:38:40,-17829.72
"594",2010-01-12 22:38:50,1017.715
"595",2010-01-12 22:39:00,8925.6
"596",2010-01-12 22:39:10,-1982.695
"597",2010-01-12 22:39:20,-5882.21
"598",2010-01-12 22:39:30,6096.65
"599",2010-01-12 22:39:40,-9624.735
"600",2010-01-12 22:39:50,2773.345
"601",2010-01-12 22:40:00,497.39
"602",2010-01-12 22:40:10,3142.28
"603",2010-01-12 22:40:20,-4688.705
"604",2010-01-12 22:40:30,1604.28
"605",2010-01-12 22:40:40,-6533.04
"606",2010-01-12 22:40:50,3441.485
"607",2010-01-12 22:41:00,4776.79
"608",2010-01-12 22:41:10,251.44
"609",2010-01-12 22:41:20,-276.38
"610",2010-01-12 22:41:30,-4916.05
"611",2010-01-12 22:41:40,-1886.035
"612",2010-01-12 22:41:50,6617.765
"613",2010-01-12 22:42:00,-10882.245
"614",2010-01-12 22:42:10,4856.81
"615",2010-01-12 22:42:20,1445.27
"616",2010-01-12 22:42:30,-988.975
"617",2010-01-12 22:42:40,5634.935
"618",2010-01-12 22:42:50,6045.265
